일자,시간,구,기온,습도,강수량,풍속,미세먼지,date,day
20190107,1800,송파구,-1.9,37,0,1.2,57,2019-01-07,1
20190107,1900,송파구,-1.9,38,0,0.9,57,2019-01-07,1
20190107,700,영등포구,-1.9,40,0,1.5,61,2019-01-07,1
20190107,800,영등포구,-1.9,45,0,1,61,2019-01-07,1
20190107,1800,영등포구,-1.9,42,0,2,61,2019-01-07,1
20190107,1900,영등포구,-1.9,47,0,1.3,61,2019-01-07,1
20190108,700,강서구,-3.5,22,0,2.2,49,2019-01-08,2
20190108,800,강서구,-3.5,23,0,2.4,49,2019-01-08,2
20190108,1800,강서구,-3.5,31,0,1.5,49,2019-01-08,2
20190108,1900,강서구,-3.5,30,0,0.8,49,2019-01-08,2
20190108,700,마포구,-3.5,31,0,4.9,47,2019-01-08,2
20190108,800,마포구,-3.5,29,0,3.7,47,2019-01-08,2
20190108,1800,마포구,-3.5,35,0,1.6,47,2019-01-08,2
20190108,1900,마포구,-3.5,35,0,1.9,47,2019-01-08,2
20190108,700,송파구,-3.5,24,0,3.5,47,2019-01-08,2
20190108,800,송파구,-3.5,24,0,3,47,2019-01-08,2
20190108,1800,송파구,-3.5,37,0,1.7,47,2019-01-08,2
20190108,1900,송파구,-3.5,37,0,1.3,47,2019-01-08,2
20190108,700,영등포구,-3.5,31,0,4.9,46,2019-01-08,2
20190108,800,영등포구,-3.5,29,0,3.7,46,2019-01-08,2
20190108,1800,영등포구,-3.5,35,0,1.6,46,2019-01-08,2
20190108,1900,영등포구,-3.5,35,0,1.9,46,2019-01-08,2
20190109,700,강서구,-4.7,21,0,1.2,58,2019-01-09,3
20190109,800,강서구,-4.7,25,0,0.6,58,2019-01-09,3
20190109,1800,강서구,-4.7,29,0,0.9,58,2019-01-09,3
20190109,1900,강서구,-4.7,30,0,0.8,58,2019-01-09,3
20190109,700,마포구,-4.7,27,0,1.2,56,2019-01-09,3
20190109,800,마포구,-4.7,30,0,2.6,56,2019-01-09,3
20190109,1800,마포구,-4.7,35,0,1.5,56,2019-01-09,3
20190109,1900,마포구,-4.7,36,0,0.8,56,2019-01-09,3
20190109,700,송파구,-4.7,27,0,0.2,59,2019-01-09,3
20190109,800,송파구,-4.7,29,0,0.6,59,2019-01-09,3
20190109,1800,송파구,-4.7,41,0,0.6,59,2019-01-09,3
20190109,1900,송파구,-4.7,41,0,0.3,59,2019-01-09,3
20190109,700,영등포구,-4.7,27,0,1.2,55,2019-01-09,3
20190109,800,영등포구,-4.7,30,0,2.6,55,2019-01-09,3
20190109,1800,영등포구,-4.7,35,0,1.5,55,2019-01-09,3
20190109,1900,영등포구,-4.7,36,0,0.8,55,2019-01-09,3
20190110,700,강서구,-0.6,57,0,1.4,64,2019-01-10,4
20190110,800,강서구,-0.6,63,0,1,64,2019-01-10,4
20190110,1800,강서구,-0.6,76,0,0,64,2019-01-10,4
20190110,1900,강서구,-0.6,75,0,0.5,64,2019-01-10,4
20190110,700,마포구,-0.6,58,0,1.4,58,2019-01-10,4
20190110,800,마포구,-0.6,65,0,1.6,58,2019-01-10,4
20190110,1800,마포구,-0.6,80,0,0.7,58,2019-01-10,4
20190110,1900,마포구,-0.6,75,0,0.1,58,2019-01-10,4
20190110,700,송파구,-0.6,58,0,1.6,68,2019-01-10,4
20190110,800,송파구,-0.6,62,0,1.7,68,2019-01-10,4
20190110,1800,송파구,-0.6,80,0,1,68,2019-01-10,4
20190110,1900,송파구,-0.6,79,0,0.5,68,2019-01-10,4
20190110,700,영등포구,-0.6,58,0,1.4,58,2019-01-10,4
20190110,800,영등포구,-0.6,65,0,1.6,58,2019-01-10,4
20190110,1800,영등포구,-0.6,80,0,0.7,58,2019-01-10,4
20190110,1900,영등포구,-0.6,75,0,0.1,58,2019-01-10,4
20190111,700,강서구,2.4,48,0,0.2,98,2019-01-11,5
20190111,800,강서구,2.4,48,0,1.5,98,2019-01-11,5
20190111,1800,강서구,2.4,58,0,0.5,98,2019-01-11,5
20190111,1900,강서구,2.4,57,0,0.2,98,2019-01-11,5
20190111,700,마포구,2.4,48,0,1.5,88,2019-01-11,5
20190111,800,마포구,2.4,48,0,2,88,2019-01-11,5
20190111,1800,마포구,2.4,69,0,1.2,88,2019-01-11,5
20190111,1900,마포구,2.4,62,0,0.9,88,2019-01-11,5
20190111,700,송파구,2.4,50,0,1.1,80,2019-01-11,5
20190111,800,송파구,2.4,50,0,0.2,80,2019-01-11,5
20190111,1800,송파구,2.4,57,0,0.2,80,2019-01-11,5
20190111,1900,송파구,2.4,58,0,0.4,80,2019-01-11,5
20190111,700,영등포구,2.4,48,0,1.5,87,2019-01-11,5
20190111,800,영등포구,2.4,48,0,2,87,2019-01-11,5
20190111,1800,영등포구,2.4,69,0,1.2,87,2019-01-11,5
20190111,1900,영등포구,2.4,62,0,0.9,87,2019-01-11,5
20190112,700,강서구,2.8,44,0,2,116,2019-01-12,6
20190112,800,강서구,2.8,50,0,1.5,116,2019-01-12,6
20190112,1800,강서구,2.8,62,0,0.3,116,2019-01-12,6
20190112,1900,강서구,2.8,66,0,0.2,116,2019-01-12,6
20190112,700,마포구,2.8,44,0,1.7,103,2019-01-12,6
20190112,800,마포구,2.8,47,0,2.2,103,2019-01-12,6
20190112,1800,마포구,2.8,63,0,0.4,103,2019-01-12,6
20190112,1900,마포구,2.8,72,0,0.5,103,2019-01-12,6
20190112,700,송파구,2.8,45,0,2.5,90,2019-01-12,6
20190112,800,송파구,2.8,49,0,2.3,90,2019-01-12,6
20190112,1800,송파구,2.8,70,0,0.4,90,2019-01-12,6
20190112,1900,송파구,2.8,71,0,0.3,90,2019-01-12,6
20190112,700,영등포구,2.8,44,0,1.7,99,2019-01-12,6
20190112,800,영등포구,2.8,47,0,2.2,99,2019-01-12,6
20190112,1800,영등포구,2.8,63,0,0.4,99,2019-01-12,6
20190112,1900,영등포구,2.8,72,0,0.5,99,2019-01-12,6
20190113,700,강서구,1.2,37,0,1.7,138,2019-01-13,7
20190113,800,강서구,1.2,59,0,1.7,138,2019-01-13,7
20190113,1800,강서구,1.2,79,0,0.1,138,2019-01-13,7
20190113,1900,강서구,1.2,83,0,0.3,138,2019-01-13,7
20190113,700,마포구,1.2,40,0,2.6,120,2019-01-13,7
20190113,800,마포구,1.2,51,0,1.6,120,2019-01-13,7
20190113,1800,마포구,1.2,93,0,0,120,2019-01-13,7
20190113,1900,마포구,1.2,96,0,0,120,2019-01-13,7
20190113,700,송파구,1.2,35,0,1.3,105,2019-01-13,7
20190113,800,송파구,1.2,41,0,1.7,105,2019-01-13,7
20190113,1800,송파구,1.2,76,0,0.3,105,2019-01-13,7
20190113,1900,송파구,1.2,79,0,1.1,105,2019-01-13,7
20190113,700,영등포구,1.2,40,0,2.6,114,2019-01-13,7
20190113,800,영등포구,1.2,51,0,1.6,114,2019-01-13,7
20190113,1800,영등포구,1.2,93,0,0,114,2019-01-13,7
20190113,1900,영등포구,1.2,96,0,0,114,2019-01-13,7
20190114,700,강서구,1.4,61,0,1.2,198,2019-01-14,1
20190114,800,강서구,1.4,67,0,1.3,198,2019-01-14,1
20190114,1800,강서구,1.4,81,0,1.1,198,2019-01-14,1
20190114,1900,강서구,1.4,84,0,1,198,2019-01-14,1
20190114,700,마포구,1.4,63,0,1.5,170,2019-01-14,1
20190114,800,마포구,1.4,69,0,1.9,170,2019-01-14,1
20190114,1800,마포구,1.4,81,0,2.4,170,2019-01-14,1
20190114,1900,마포구,1.4,83,0,2.4,170,2019-01-14,1
20190114,700,송파구,1.4,62,0,0.6,157,2019-01-14,1
20190114,800,송파구,1.4,64,0,0.6,157,2019-01-14,1
20190114,1800,송파구,1.4,71,0,2.7,157,2019-01-14,1
20190114,1900,송파구,1.4,74,0,2.3,157,2019-01-14,1
20190114,700,영등포구,1.4,63,0,1.5,161,2019-01-14,1
20190114,800,영등포구,1.4,69,0,1.9,161,2019-01-14,1
20190114,1800,영등포구,1.4,81,0,2.4,161,2019-01-14,1
20190114,1900,영등포구,1.4,83,0,2.4,161,2019-01-14,1
20190115,700,강서구,-1.7,36,0,2.5,172,2019-01-15,2
20190115,800,강서구,-1.7,41,0,3.2,172,2019-01-15,2
20190115,1800,강서구,-1.7,51,0,1.9,172,2019-01-15,2
20190115,1900,강서구,-1.7,54,0,1.6,172,2019-01-15,2
20190115,700,마포구,-1.7,37,0,3.5,159,2019-01-15,2
20190115,800,마포구,-1.7,46,0,2.1,159,2019-01-15,2
20190115,1800,마포구,-1.7,53,0,2.9,159,2019-01-15,2
20190115,1900,마포구,-1.7,53,0,2.6,159,2019-01-15,2
20190115,700,송파구,-1.7,38,0,3.1,133,2019-01-15,2
20190115,800,송파구,-1.7,49,0,4,133,2019-01-15,2
20190115,1800,송파구,-1.7,52,0,1.5,133,2019-01-15,2
20190115,1900,송파구,-1.7,54,0,2,133,2019-01-15,2
20190115,700,영등포구,-1.7,37,0,3.5,141,2019-01-15,2
20190115,800,영등포구,-1.7,46,0,2.1,141,2019-01-15,2
20190115,1800,영등포구,-1.7,53,0,2.9,141,2019-01-15,2
20190115,1900,영등포구,-1.7,53,0,2.6,141,2019-01-15,2
20190116,700,강서구,-5.2,30,0,1,49,2019-01-16,3
20190116,800,강서구,-5.2,37,0,1.3,49,2019-01-16,3
20190116,1800,강서구,-5.2,79,0,0.3,49,2019-01-16,3
20190116,1900,강서구,-5.2,78,0,0.2,49,2019-01-16,3
20190116,700,마포구,-5.2,35,0,1,48,2019-01-16,3
20190116,800,마포구,-5.2,39,0,1.3,48,2019-01-16,3
20190116,1800,마포구,-5.2,80,0,0.7,48,2019-01-16,3
20190116,1900,마포구,-5.2,81,0,0.1,48,2019-01-16,3
20190116,700,송파구,-5.2,35,0,1.4,55,2019-01-16,3
20190116,800,송파구,-5.2,40,0,1.3,55,2019-01-16,3
20190116,1800,송파구,-5.2,82,0.1,0,55,2019-01-16,3
20190116,1900,송파구,-5.2,82,0,0,55,2019-01-16,3
20190116,700,영등포구,-5.2,35,0,1,46,2019-01-16,3
20190116,800,영등포구,-5.2,39,0,1.3,46,2019-01-16,3
20190116,1800,영등포구,-5.2,80,0,0.7,46,2019-01-16,3
20190116,1900,영등포구,-5.2,81,0,0.1,46,2019-01-16,3
20190117,700,강서구,-0.3,23,0,2.2,51,2019-01-17,4
20190117,800,강서구,-0.3,25,0,1.6,51,2019-01-17,4
20190117,1800,강서구,-0.3,35,0,0,51,2019-01-17,4
20190117,1900,강서구,-0.3,36,0,0.1,51,2019-01-17,4
20190117,700,마포구,-0.3,26,0,2.4,50,2019-01-17,4
20190117,800,마포구,-0.3,26,0,2.1,50,2019-01-17,4
20190117,1800,마포구,-0.3,40,0,1.1,50,2019-01-17,4
20190117,1900,마포구,-0.3,41,0,1.4,50,2019-01-17,4
20190117,700,송파구,-0.3,27,0,1.1,48,2019-01-17,4
20190117,800,송파구,-0.3,31,0,0.8,48,2019-01-17,4
20190117,1800,송파구,-0.3,56,0,0,48,2019-01-17,4
20190117,1900,송파구,-0.3,50,0,0,48,2019-01-17,4
20190117,700,영등포구,-0.3,26,0,2.4,52,2019-01-17,4
20190117,800,영등포구,-0.3,26,0,2.1,52,2019-01-17,4
20190117,1800,영등포구,-0.3,40,0,1.1,52,2019-01-17,4
20190117,1900,영등포구,-0.3,41,0,1.4,52,2019-01-17,4
20190118,700,강서구,0.6,51,0,1.2,74,2019-01-18,5
20190118,800,강서구,0.6,55,0,0.6,74,2019-01-18,5
20190118,1800,강서구,0.6,62,0,0.5,74,2019-01-18,5
20190118,1900,강서구,0.6,62,0,0.7,74,2019-01-18,5
20190118,700,마포구,0.6,54,0,2,68,2019-01-18,5
20190118,800,마포구,0.6,62,0,1.5,68,2019-01-18,5
20190118,1800,마포구,0.6,66,0,1.3,68,2019-01-18,5
20190118,1900,마포구,0.6,67,0,1.2,68,2019-01-18,5
20190118,700,송파구,0.6,50,0,0.4,60,2019-01-18,5
20190118,800,송파구,0.6,54,0,0.8,60,2019-01-18,5
20190118,1800,송파구,0.6,66,0,0,60,2019-01-18,5
20190118,1900,송파구,0.6,65,0,0,60,2019-01-18,5
20190118,700,영등포구,0.6,54,0,2,66,2019-01-18,5
20190118,800,영등포구,0.6,62,0,1.5,66,2019-01-18,5
